ProcedureCode,ProcedureDesc,TotalProc,PrimaryProc,SecondProc
0T8C0ZZ,"DIVISION OF BLADDER NECK, OPEN APPROACH",7,2,5
0T8C4ZZ,"DIVISION OF BLADDER NECK, PERCUTANEOUS ENDOSCOPIC APPROACH",5,3,2
0T9000Z,"DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE, OPEN APPROACH",6,3,3
0T900ZX,"DRAINAGE OF RIGHT KIDNEY, OPEN APPROACH, DIAGNOSTIC",5,1,4
0T900ZZ,"DRAINAGE OF RIGHT KIDNEY, OPEN APPROACH",2,,2
0T9030Z,"DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE, PERC APPROACH",2220,1045,1175
0T903ZX,"DRAINAGE OF RIGHT KIDNEY, PERCUTANEOUS APPROACH, DIAGNOSTIC",93,53,40
0T903ZZ,"DRAINAGE OF RIGHT KIDNEY, PERCUTANEOUS APPROACH",108,53,55
0T9040Z,"DRAINAGE OF RIGHT KIDNEY WITH DRAIN DEV, PERC ENDO APPROACH",10,2,8
0T904ZX,"DRAINAGE OF RIGHT KIDNEY, PERC ENDO APPROACH, DIAGN",1,,1
0T904ZZ,"DRAINAGE OF RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",3,1,2
0T9070Z,"DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE, VIA OPENING",7,5,2
0T9080Z,"DRAINAGE OF RIGHT KIDNEY WITH DRAINAGE DEVICE, ENDO",14,5,9
0T908ZX,"DRAINAGE OF RIGHT KIDNEY, ENDO, DIAGN",3,,3
0T908ZZ,"DRAINAGE OF RIGHT KIDNEY, ENDO",3,1,2
0T9100Z,"DRAINAGE OF LEFT KIDNEY WITH DRAINAGE DEVICE, OPEN APPROACH",3,,3
0T910ZX,"DRAINAGE OF LEFT KIDNEY, OPEN APPROACH, DIAGNOSTIC",1,1,
0T910ZZ,"DRAINAGE OF LEFT KIDNEY, OPEN APPROACH",2,,2
0T9130Z,"DRAINAGE OF LEFT KIDNEY WITH DRAINAGE DEVICE, PERC APPROACH",2234,1071,1163
0T913ZX,"DRAINAGE OF LEFT KIDNEY, PERCUTANEOUS APPROACH, DIAGNOSTIC",106,69,37
0T913ZZ,"DRAINAGE OF LEFT KIDNEY, PERCUTANEOUS APPROACH",97,60,37
0T9140Z,"DRAINAGE OF LEFT KIDNEY WITH DRAIN DEV, PERC ENDO APPROACH",12,6,6
0T914ZX,"DRAINAGE OF LEFT KIDNEY, PERC ENDO APPROACH, DIAGN",2,1,1
0T914ZZ,"DRAINAGE OF LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",7,1,6
0T9170Z,"DRAINAGE OF LEFT KIDNEY WITH DRAINAGE DEVICE, VIA OPENING",7,6,1
0T9180Z,"DRAINAGE OF LEFT KIDNEY WITH DRAINAGE DEVICE, ENDO",14,5,9
0T918ZX,"DRAINAGE OF LEFT KIDNEY, ENDO, DIAGN",7,1,6
0T918ZZ,"DRAINAGE OF LEFT KIDNEY, ENDO",5,1,4
0T9300Z,"DRAINAGE OF R KIDNEY PELVIS WITH DRAIN DEV, OPEN APPROACH",1,,1
0T9330Z,"DRAINAGE OF R KIDNEY PELVIS WITH DRAIN DEV, PERC APPROACH",1647,759,888
0T933ZX,"DRAINAGE OF RIGHT KIDNEY PELVIS, PERC APPROACH, DIAGN",10,4,6
0T933ZZ,"DRAINAGE OF RIGHT KIDNEY PELVIS, PERCUTANEOUS APPROACH",41,20,21
0T9340Z,"DRAIN OF R KIDNEY PELVIS WITH DRAIN DEV, PERC ENDO APPROACH",8,3,5
0T9370Z,"DRAINAGE OF RIGHT KIDNEY PELVIS WITH DRAIN DEV, VIA OPENING",3,2,1
0T937ZX,"DRAINAGE OF RIGHT KIDNEY PELVIS, VIA OPENING, DIAGN",1,,1
0T9380Z,"DRAINAGE OF RIGHT KIDNEY PELVIS WITH DRAINAGE DEVICE, ENDO",13,7,6
0T938ZX,"DRAINAGE OF RIGHT KIDNEY PELVIS, ENDO, DIAGN",11,,11
0T938ZZ,"DRAINAGE OF RIGHT KIDNEY PELVIS, ENDO",10,3,7
0T9400Z,"DRAINAGE OF LEFT KIDNEY PELVIS WITH DRAIN DEV, OPEN APPROACH",4,,4
0T940ZX,"DRAINAGE OF LEFT KIDNEY PELVIS, OPEN APPROACH, DIAGNOSTIC",1,,1
0T940ZZ,"DRAINAGE OF LEFT KIDNEY PELVIS, OPEN APPROACH",1,,1
0T9430Z,"DRAINAGE OF LEFT KIDNEY PELVIS WITH DRAIN DEV, PERC APPROACH",1607,815,792
0T943ZX,"DRAINAGE OF LEFT KIDNEY PELVIS, PERCUTANEOUS APPROACH, DIAGN",12,6,6
0T943ZZ,"DRAINAGE OF LEFT KIDNEY PELVIS, PERCUTANEOUS APPROACH",39,20,19
0T9440Z,"DRAIN OF L KIDNEY PELVIS WITH DRAIN DEV, PERC ENDO APPROACH",6,2,4
0T944ZZ,"DRAINAGE OF LEFT KIDNEY PELVIS, PERC ENDO APPROACH",1,,1
0T9470Z,"DRAINAGE OF LEFT KIDNEY PELVIS WITH DRAIN DEV, VIA OPENING",3,3,
0T947ZX,"DRAINAGE OF LEFT KIDNEY PELVIS, VIA OPENING, DIAGN",1,,1
0T9480Z,"DRAINAGE OF LEFT KIDNEY PELVIS WITH DRAINAGE DEVICE, ENDO",15,8,7
0T948ZX,"DRAINAGE OF LEFT KIDNEY PELVIS, ENDO, DIAGN",7,,7
0T948ZZ,"DRAINAGE OF LEFT KIDNEY PELVIS, ENDO",5,1,4
0T9600Z,"DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE, OPEN APPROACH",44,1,43
0T9630Z,"DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE, PERC APPROACH",98,35,63
0T9640Z,"DRAINAGE OF RIGHT URETER WITH DRAIN DEV, PERC ENDO APPROACH",22,7,15
0T964ZZ,"DRAINAGE OF RIGHT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",1,,1
0T9670Z,"DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE, VIA OPENING",19,6,13
0T9680Z,"DRAINAGE OF RIGHT URETER WITH DRAINAGE DEVICE, ENDO",159,55,104
0T968ZX,"DRAINAGE OF RIGHT URETER, ENDO, DIAGN",3,,3
0T968ZZ,"DRAINAGE OF RIGHT URETER, ENDO",13,9,4
0T9700Z,"DRAINAGE OF LEFT URETER WITH DRAINAGE DEVICE, OPEN APPROACH",23,1,22
0T970ZZ,"DRAINAGE OF LEFT URETER, OPEN APPROACH",2,1,1
0T9730Z,"DRAINAGE OF LEFT URETER WITH DRAINAGE DEVICE, PERC APPROACH",96,30,66
0T9740Z,"DRAINAGE OF LEFT URETER WITH DRAIN DEV, PERC ENDO APPROACH",23,7,16
0T974ZZ,"DRAINAGE OF LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",2,,2
0T9770Z,"DRAINAGE OF LEFT URETER WITH DRAINAGE DEVICE, VIA OPENING",13,3,10
0T9780Z,"DRAINAGE OF LEFT URETER WITH DRAINAGE DEVICE, ENDO",198,67,131
0T978ZX,"DRAINAGE OF LEFT URETER, ENDO, DIAGN",5,1,4
0T978ZZ,"DRAINAGE OF LEFT URETER, ENDO",14,9,5
0T9800Z,"DRAINAGE OF BILATERAL URETERS WITH DRAIN DEV, OPEN APPROACH",12,,12
0T980ZZ,"DRAINAGE OF BILATERAL URETERS, OPEN APPROACH",1,,1
0T9830Z,"DRAINAGE OF BILATERAL URETERS WITH DRAIN DEV, PERC APPROACH",26,11,15
0T983ZZ,"DRAINAGE OF BILATERAL URETERS, PERCUTANEOUS APPROACH",2,,2
0T9840Z,"DRAINAGE OF BI URETER WITH DRAIN DEV, PERC ENDO APPROACH",12,2,10
0T9870Z,"DRAINAGE OF BILATERAL URETERS WITH DRAIN DEV, VIA OPENING",10,,10
0T9880Z,"DRAINAGE OF BILATERAL URETERS WITH DRAINAGE DEVICE, ENDO",156,10,146
0T988ZX,"DRAINAGE OF BILATERAL URETERS, ENDO, DIAGN",2,,2
0T988ZZ,"DRAINAGE OF BILATERAL URETERS, ENDO",11,1,10
0T9B00Z,"DRAINAGE OF BLADDER WITH DRAINAGE DEVICE, OPEN APPROACH",216,60,156
0T9B0ZZ,"DRAINAGE OF BLADDER, OPEN APPROACH",16,,16
0T9B30Z,"DRAINAGE OF BLADDER WITH DRAINAGE DEVICE, PERC APPROACH",1132,424,708
0T9B3ZX,"DRAINAGE OF BLADDER, PERCUTANEOUS APPROACH, DIAGNOSTIC",5,4,1
0T9B3ZZ,"DRAINAGE OF BLADDER, PERCUTANEOUS APPROACH",25,12,13
0T9B40Z,"DRAINAGE OF BLADDER WITH DRAINAGE DEVICE, PERC ENDO APPROACH",101,19,82
0T9B4ZX,"DRAINAGE OF BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH, DIAGN",1,,1
0T9B4ZZ,"DRAINAGE OF BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",6,,6
0T9B70Z,"DRAINAGE OF BLADDER WITH DRAINAGE DEVICE, VIA OPENING",20933,7031,13902
0T9B7ZX,"DRAINAGE OF BLADDER, VIA OPENING, DIAGN",9,6,3
0T9B7ZZ,"DRAINAGE OF BLADDER, VIA NATURAL OR ARTIFICIAL OPENING",122,37,85
0T9B80Z,"DRAINAGE OF BLADDER WITH DRAINAGE DEVICE, ENDO",1047,205,842
0T9B8ZX,"DRAINAGE OF BLADDER, ENDO, DIAGN",34,10,24
0T9B8ZZ,"DRAINAGE OF BLADDER, ENDO",204,37,167
0T9C70Z,"DRAINAGE OF BLADDER NECK WITH DRAINAGE DEVICE, VIA OPENING",3,,3
0T9C80Z,"DRAINAGE OF BLADDER NECK WITH DRAINAGE DEVICE, ENDO",5,2,3
0T9C8ZX,"DRAINAGE OF BLADDER NECK, ENDO, DIAGN",1,1,
0T9C8ZZ,"DRAINAGE OF BLADDER NECK, ENDO",6,2,4
0T9D00Z,"DRAINAGE OF URETHRA WITH DRAINAGE DEVICE, OPEN APPROACH",3,1,2
0T9D0ZZ,"DRAINAGE OF URETHRA, OPEN APPROACH",4,1,3
0T9D30Z,"DRAINAGE OF URETHRA WITH DRAINAGE DEVICE, PERC APPROACH",9,3,6
0T9D3ZX,"DRAINAGE OF URETHRA, PERCUTANEOUS APPROACH, DIAGNOSTIC",1,1,
0T9D3ZZ,"DRAINAGE OF URETHRA, PERCUTANEOUS APPROACH",3,,3
0T9D70Z,"DRAINAGE OF URETHRA WITH DRAINAGE DEVICE, VIA OPENING",15,9,6
0T9D7ZX,"DRAINAGE OF URETHRA, VIA OPENING, DIAGN",11,1,10
0T9D7ZZ,"DRAINAGE OF URETHRA, VIA NATURAL OR ARTIFICIAL OPENING",1,,1
0T9D80Z,"DRAINAGE OF URETHRA WITH DRAINAGE DEVICE, ENDO",26,5,21
0T9D8ZX,"DRAINAGE OF URETHRA, ENDO, DIAGN",1,,1
0T9D8ZZ,"DRAINAGE OF URETHRA, ENDO",16,6,10
0T9DX0Z,"DRAINAGE OF URETHRA WITH DRAINAGE DEVICE, EXTERNAL APPROACH",4,2,2
0T9DXZX,"DRAINAGE OF URETHRA, EXTERNAL APPROACH, DIAGNOSTIC",1,,1
0T9DXZZ,"DRAINAGE OF URETHRA, EXTERNAL APPROACH",9,5,4
0TB00ZX,"EXCISION OF RIGHT KIDNEY, OPEN APPROACH, DIAGNOSTIC",190,26,164
0TB00ZZ,"EXCISION OF RIGHT KIDNEY, OPEN APPROACH",220,181,39
0TB03ZX,"EXCISION OF RIGHT KIDNEY, PERCUTANEOUS APPROACH, DIAGNOSTIC",1694,1068,626
0TB04ZX,"EXCISION OF RIGHT KIDNEY, PERC ENDO APPROACH, DIAGN",93,62,31
0TB04ZZ,"EXCISION OF RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",895,866,29
0TB07ZX,"EXCISION OF RIGHT KIDNEY, VIA OPENING, DIAGN",3,3,
0TB08ZX,"EXCISION OF RIGHT KIDNEY, ENDO, DIAGN",22,9,13
0TB08ZZ,"EXCISION OF RIGHT KIDNEY, ENDO",4,3,1
0TB10ZX,"EXCISION OF LEFT KIDNEY, OPEN APPROACH, DIAGNOSTIC",100,29,71
0TB10ZZ,"EXCISION OF LEFT KIDNEY, OPEN APPROACH",221,185,36
0TB13ZX,"EXCISION OF LEFT KIDNEY, PERCUTANEOUS APPROACH, DIAGNOSTIC",2202,1374,828
0TB13ZZ,"EXCISION OF LEFT KIDNEY, PERCUTANEOUS APPROACH",5,2,3
0TB14ZX,"EXCISION OF LEFT KIDNEY, PERC ENDO APPROACH, DIAGN",84,61,23
0TB14ZZ,"EXCISION OF LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",825,801,24
0TB17ZX,"EXCISION OF LEFT KIDNEY, VIA OPENING, DIAGN",1,1,
0TB18ZX,"EXCISION OF LEFT KIDNEY, ENDO, DIAGN",23,11,12
0TB18ZZ,"EXCISION OF LEFT KIDNEY, ENDO",5,4,1
0TB30ZX,"EXCISION OF RIGHT KIDNEY PELVIS, OPEN APPROACH, DIAGNOSTIC",2,,2
0TB30ZZ,"EXCISION OF RIGHT KIDNEY PELVIS, OPEN APPROACH",2,2,
0TB33ZX,"EXCISION OF RIGHT KIDNEY PELVIS, PERC APPROACH, DIAGN",37,19,18
0TB34ZX,"EXCISION OF RIGHT KIDNEY PELVIS, PERC ENDO APPROACH, DIAGN",4,2,2
0TB34ZZ,"EXCISION OF RIGHT KIDNEY PELVIS, PERC ENDO APPROACH",6,5,1
0TB38ZX,"EXCISION OF RIGHT KIDNEY PELVIS, ENDO, DIAGN",36,14,22
0TB40ZX,"EXCISION OF LEFT KIDNEY PELVIS, OPEN APPROACH, DIAGNOSTIC",3,,3
0TB40ZZ,"EXCISION OF LEFT KIDNEY PELVIS, OPEN APPROACH",9,4,5
0TB43ZX,"EXCISION OF LEFT KIDNEY PELVIS, PERCUTANEOUS APPROACH, DIAGN",54,34,20
0TB44ZX,"EXCISION OF LEFT KIDNEY PELVIS, PERC ENDO APPROACH, DIAGN",2,,2
0TB44ZZ,"EXCISION OF LEFT KIDNEY PELVIS, PERC ENDO APPROACH",8,5,3
0TB48ZX,"EXCISION OF LEFT KIDNEY PELVIS, ENDO, DIAGN",24,11,13
0TB48ZZ,"EXCISION OF LEFT KIDNEY PELVIS, ENDO",1,1,
0TB60ZX,"EXCISION OF RIGHT URETER, OPEN APPROACH, DIAGNOSTIC",92,4,88
0TB60ZZ,"EXCISION OF RIGHT URETER, OPEN APPROACH",194,25,169
0TB63ZX,"EXCISION OF RIGHT URETER, PERCUTANEOUS APPROACH, DIAGNOSTIC",5,2,3
0TB64ZX,"EXCISION OF RIGHT URETER, PERC ENDO APPROACH, DIAGN",44,,44
0TB64ZZ,"EXCISION OF RIGHT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",132,17,115
0TB67ZX,"EXCISION OF RIGHT URETER, VIA OPENING, DIAGN",2,,2
0TB67ZZ,"EXCISION OF RIGHT URETER, VIA NATURAL OR ARTIFICIAL OPENING",1,,1
0TB68ZX,"EXCISION OF RIGHT URETER, ENDO, DIAGN",53,14,39
0TB68ZZ,"EXCISION OF RIGHT URETER, ENDO",24,7,17
0TB70ZX,"EXCISION OF LEFT URETER, OPEN APPROACH, DIAGNOSTIC",91,2,89
0TB70ZZ,"EXCISION OF LEFT URETER, OPEN APPROACH",219,27,192
0TB73ZX,"EXCISION OF LEFT URETER, PERCUTANEOUS APPROACH, DIAGNOSTIC",5,2,3
0TB74ZX,"EXCISION OF LEFT URETER, PERC ENDO APPROACH, DIAGN",44,,44
0TB74ZZ,"EXCISION OF LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",149,15,134
0TB77ZX,"EXCISION OF LEFT URETER, VIA OPENING, DIAGN",5,,5
0TB78ZX,"EXCISION OF LEFT URETER, ENDO, DIAGN",51,9,42
0TB78ZZ,"EXCISION OF LEFT URETER, ENDO",23,10,13
0TBB0ZX,"EXCISION OF BLADDER, OPEN APPROACH, DIAGNOSTIC",139,10,129
0TBB0ZZ,"EXCISION OF BLADDER, OPEN APPROACH",445,130,315
0TBB3ZX,"EXCISION OF BLADDER, PERCUTANEOUS APPROACH, DIAGNOSTIC",9,5,4
0TBB4ZX,"EXCISION OF BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH, DIAGN",60,13,47
0TBB4ZZ,"EXCISION OF BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",208,108,100
0TBB7ZX,"EXCISION OF BLADDER, VIA OPENING, DIAGN",9,5,4
0TBB7ZZ,"EXCISION OF BLADDER, VIA NATURAL OR ARTIFICIAL OPENING",8,2,6
0TBB8ZX,"EXCISION OF BLADDER, ENDO, DIAGN",1022,536,486
0TBB8ZZ,"EXCISION OF BLADDER, ENDO",1266,997,269
0TBC0ZX,"EXCISION OF BLADDER NECK, OPEN APPROACH, DIAGNOSTIC",9,,9
0TBC0ZZ,"EXCISION OF BLADDER NECK, OPEN APPROACH",10,2,8
0TBC4ZX,"EXCISION OF BLADDER NECK, PERC ENDO APPROACH, DIAGN",50,1,49
0TBC4ZZ,"EXCISION OF BLADDER NECK, PERCUTANEOUS ENDOSCOPIC APPROACH",40,3,37
0TBC8ZX,"EXCISION OF BLADDER NECK, ENDO, DIAGN",87,38,49
0TBC8ZZ,"EXCISION OF BLADDER NECK, ENDO",247,113,134
0TBD0ZX,"EXCISION OF URETHRA, OPEN APPROACH, DIAGNOSTIC",30,1,29
0TBD0ZZ,"EXCISION OF URETHRA, OPEN APPROACH",134,55,79
0TBD3ZZ,"EXCISION OF URETHRA, PERCUTANEOUS APPROACH",1,1,
0TBD4ZX,"EXCISION OF URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH, DIAGN",25,,25
0TBD4ZZ,"EXCISION OF URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH",18,1,17
0TBD7ZX,"EXCISION OF URETHRA, VIA OPENING, DIAGN",3,1,2
0TBD7ZZ,"EXCISION OF URETHRA, VIA NATURAL OR ARTIFICIAL OPENING",8,5,3
0TBD8ZX,"EXCISION OF URETHRA, ENDO, DIAGN",64,15,49
0TBD8ZZ,"EXCISION OF URETHRA, ENDO",41,27,14
0TBDXZX,"EXCISION OF URETHRA, EXTERNAL APPROACH, DIAGNOSTIC",3,,3
0TBDXZZ,"EXCISION OF URETHRA, EXTERNAL APPROACH",6,1,5
0TC00ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY, OPEN APPROACH",11,5,6
0TC03ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY, PERC APPROACH",277,225,52
0TC04ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY, PERC ENDO APPROACH",51,43,8
0TC07ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY, VIA OPENING",7,3,4
0TC08ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY, ENDO",367,229,138
0TC10ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY, OPEN APPROACH",11,5,6
0TC13ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY, PERC APPROACH",278,232,46
0TC14ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY, PERC ENDO APPROACH",72,47,25
0TC17ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY, VIA OPENING",8,7,1
0TC18ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY, ENDO",419,288,131
0TC30ZZ,"EXTIRPATION OF MATTER FROM R KIDNEY PELVIS, OPEN APPROACH",3,2,1
0TC33ZZ,"EXTIRPATION OF MATTER FROM R KIDNEY PELVIS, PERC APPROACH",95,73,22
0TC34ZZ,"EXTIRPATE OF MATTER FROM R KIDNEY PELVIS, PERC ENDO APPROACH",42,27,15
0TC37ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY PELVIS, VIA OPENING",6,4,2
0TC38ZZ,"EXTIRPATION OF MATTER FROM RIGHT KIDNEY PELVIS, ENDO",144,80,64
0TC40ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY PELVIS, OPEN APPROACH",4,1,3
0TC43ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY PELVIS, PERC APPROACH",120,97,23
0TC44ZZ,"EXTIRPATE OF MATTER FROM L KIDNEY PELVIS, PERC ENDO APPROACH",42,27,15
0TC47ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY PELVIS, VIA OPENING",5,3,2
0TC48ZZ,"EXTIRPATION OF MATTER FROM LEFT KIDNEY PELVIS, ENDO",196,120,76
0TC60ZZ,"EXTIRPATION OF MATTER FROM RIGHT URETER, OPEN APPROACH",9,4,5
0TC63ZZ,"EXTIRPATION OF MATTER FROM RIGHT URETER, PERC APPROACH",21,14,7
0TC64ZZ,"EXTIRPATION OF MATTER FROM RIGHT URETER, PERC ENDO APPROACH",30,13,17
0TC67ZZ,"EXTIRPATION OF MATTER FROM RIGHT URETER, VIA OPENING",21,12,9
0TC68ZZ,"EXTIRPATION OF MATTER FROM RIGHT URETER, ENDO",1588,1071,517
0TC70ZZ,"EXTIRPATION OF MATTER FROM LEFT URETER, OPEN APPROACH",5,2,3
0TC73ZZ,"EXTIRPATION OF MATTER FROM LEFT URETER, PERC APPROACH",19,7,12
0TC74ZZ,"EXTIRPATION OF MATTER FROM LEFT URETER, PERC ENDO APPROACH",30,17,13
0TC77ZZ,"EXTIRPATION OF MATTER FROM LEFT URETER, VIA OPENING",14,7,7
0TC78ZZ,"EXTIRPATION OF MATTER FROM LEFT URETER, ENDO",1835,1313,522
0TCB0ZZ,"EXTIRPATION OF MATTER FROM BLADDER, OPEN APPROACH",170,79,91
0TCB3ZZ,"EXTIRPATION OF MATTER FROM BLADDER, PERCUTANEOUS APPROACH",11,6,5
0TCB4ZZ,"EXTIRPATION OF MATTER FROM BLADDER, PERC ENDO APPROACH",64,16,48
0TCB7ZZ,"EXTIRPATION OF MATTER FROM BLADDER, VIA OPENING",66,30,36
0TCB8ZZ,"EXTIRPATION OF MATTER FROM BLADDER, ENDO",2590,744,1846
0TCC0ZZ,"EXTIRPATION OF MATTER FROM BLADDER NECK, OPEN APPROACH",2,,2
0TCC4ZZ,"EXTIRPATION OF MATTER FROM BLADDER NECK, PERC ENDO APPROACH",4,1,3
0TCC8ZZ,"EXTIRPATION OF MATTER FROM BLADDER NECK, ENDO",80,14,66
0TCD0ZZ,"EXTIRPATION OF MATTER FROM URETHRA, OPEN APPROACH",5,3,2
0TCD7ZZ,"EXTIRPATION OF MATTER FROM URETHRA, VIA OPENING",9,5,4
0TCD8ZZ,"EXTIRPATION OF MATTER FROM URETHRA, ENDO",134,55,79
0TCDXZZ,"EXTIRPATION OF MATTER FROM URETHRA, EXTERNAL APPROACH",1,1,
0TD00ZZ,"EXTRACTION OF RIGHT KIDNEY, OPEN APPROACH",1,,1
0TD03ZZ,"EXTRACTION OF RIGHT KIDNEY, PERCUTANEOUS APPROACH",1,1,
0TD04ZZ,"EXTRACTION OF RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",19,13,6
0TD13ZZ,"EXTRACTION OF LEFT KIDNEY, PERCUTANEOUS APPROACH",4,2,2
0TD14ZZ,"EXTRACTION OF LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",18,10,8
0TF33ZZ,"FRAGMENTATION IN RIGHT KIDNEY PELVIS, PERCUTANEOUS APPROACH",8,6,2
0TF34ZZ,"FRAGMENTATION IN RIGHT KIDNEY PELVIS, PERC ENDO APPROACH",3,2,1
0TF37ZZ,"FRAGMENTATION IN RIGHT KIDNEY PELVIS, VIA OPENING",1,1,
0TF38ZZ,"FRAGMENTATION IN RIGHT KIDNEY PELVIS, ENDO",115,51,64
0TF3XZZ,"FRAGMENTATION IN RIGHT KIDNEY PELVIS, EXTERNAL APPROACH",134,75,59
0TF43ZZ,"FRAGMENTATION IN LEFT KIDNEY PELVIS, PERCUTANEOUS APPROACH",11,6,5
0TF44ZZ,"FRAGMENTATION IN LEFT KIDNEY PELVIS, PERC ENDO APPROACH",11,8,3
0TF47ZZ,"FRAGMENTATION IN LEFT KIDNEY PELVIS, VIA OPENING",1,1,
0TF48ZZ,"FRAGMENTATION IN LEFT KIDNEY PELVIS, ENDO",135,66,69
0TF4XZZ,"FRAGMENTATION IN LEFT KIDNEY PELVIS, EXTERNAL APPROACH",151,98,53
0TF60ZZ,"FRAGMENTATION IN RIGHT URETER, OPEN APPROACH",1,1,
0TF63ZZ,"FRAGMENTATION IN RIGHT URETER, PERCUTANEOUS APPROACH",1,1,
0TF64ZZ,"FRAGMENTATION IN RIGHT URETER, PERC ENDO APPROACH",5,2,3
0TF67ZZ,"FRAGMENTATION IN RIGHT URETER, VIA OPENING",3,3,
0TF68ZZ,"FRAGMENTATION IN RIGHT URETER, ENDO",308,157,151
0TF6XZZ,"FRAGMENTATION IN RIGHT URETER, EXTERNAL APPROACH",149,101,48
0TF73ZZ,"FRAGMENTATION IN LEFT URETER, PERCUTANEOUS APPROACH",2,,2
0TF74ZZ,"FRAGMENTATION IN LEFT URETER, PERC ENDO APPROACH",5,2,3
0TF77ZZ,"FRAGMENTATION IN LEFT URETER, VIA OPENING",6,3,3
0TF78ZZ,"FRAGMENTATION IN LEFT URETER, ENDO",352,191,161
0TF7XZZ,"FRAGMENTATION IN LEFT URETER, EXTERNAL APPROACH",186,129,57
0TFB8ZZ,"FRAGMENTATION IN BLADDER, ENDO",39,13,26
0TFBXZZ,"FRAGMENTATION IN BLADDER, EXTERNAL APPROACH",5,1,4
0TFC8ZZ,"FRAGMENTATION IN BLADDER NECK, ENDO",3,2,1
0TFD8ZZ,"FRAGMENTATION IN URETHRA, ENDO",3,,3
0TH50YZ,"INSERTION OF OTHER DEVICE INTO KIDNEY, OPEN APPROACH",2,,2
0TH533Z,"INSERTION OF INFUSION DEVICE INTO KIDNEY, PERC APPROACH",4,1,3
0TH53YZ,"INSERTION OF OTHER DEVICE INTO KIDNEY, PERCUTANEOUS APPROACH",1,,1
0TH54YZ,"INSERTION OF OTHER DEVICE INTO KIDNEY, PERC ENDO APPROACH",1,,1
0TH58YZ,"INSERTION OF OTHER DEVICE INTO KIDNEY, ENDO",1,,1
0TH903Z,"INSERTION OF INFUSION DEVICE INTO URETER, OPEN APPROACH",2,,2
0TH90YZ,"INSERTION OF OTHER DEVICE INTO URETER, OPEN APPROACH",7,,7
0TH93YZ,"INSERTION OF OTHER DEVICE INTO URETER, PERCUTANEOUS APPROACH",3,,3
0TH942Z,"INSERTION OF MONITOR DEV INTO URETER, PERC ENDO APPROACH",1,,1
0TH94YZ,"INSERTION OF OTHER DEVICE INTO URETER, PERC ENDO APPROACH",4,1,3
0TH97YZ,"INSERTION OF OTHER DEVICE INTO URETER, VIA OPENING",3,2,1
0TH983Z,"INSERTION OF INFUSION DEVICE INTO URETER, ENDO",17,1,16
0TH98YZ,"INSERTION OF OTHER DEVICE INTO URETER, ENDO",47,13,34
0THB0LZ,"INSERTION OF ARTIF SPHINCTER INTO BLADDER, OPEN APPROACH",10,9,1
0THB0YZ,"INSERTION OF OTHER DEVICE INTO BLADDER, OPEN APPROACH",3,,3
0THB33Z,"INSERTION OF INFUSION DEVICE INTO BLADDER, PERC APPROACH",1,,1
0THB3YZ,"INSERTION OF OTHER DEVICE INTO BLADDER, PERC APPROACH",3,1,2
0THB4LZ,"INSERT OF ARTIF SPHINCTER INTO BLADDER, PERC ENDO APPROACH",1,1,
0THB4YZ,"INSERTION OF OTHER DEVICE INTO BLADDER, PERC ENDO APPROACH",1,1,
